h,k,l,mag(G),S,I,d,2theta
-7,-6,0,9.051266605148696,(-5.695303500432482e-14-1.3322676295501878e-14j),3.421141899878575e-27,0.07669395845934159,-4
-7,-6,1,9.104353668013665,-7.249736126327509e-14j,5.25586739013782e-27,0.07580216824469808,-4
-7,-6,2,9.261789318304295,(7.271997831084145e-14+1.3322676295501878e-14j),5.465688949203977e-27,0.07324703897802287,-4
-7,-6,3,9.518397141883971,3.8619829740365166e-14j,1.4914912491747938e-27,0.06935091988344717,-4
-7,-6,4,9.86644231900142,(-6.636328536104764e-14+0j),4.4040856439118405e-27,0.06454442048558451,-4
-7,-6,5,10.296656788847876,-8.182625447675337e-14j,6.695535921694402e-27,0.05926351335494577,-4
-7,-6,6,10.799224746714913,(8.138149425975708e-14+0j),6.622947607950874e-27,0.05387592123176888,-4
-7,-5,-7,10.888108754032883,(-0.7440000000000145-12.222399999999988j),149.94059775999972,0.05299988999222793,-4
-7,-5,-6,10.296656788847876,4.27345827231519e-14j,1.826244560521913e-27,0.05926351335494577,-4
-7,-5,-5,9.768266321338416,(-0.7440000000000146+12.22239999999999j),149.94059775999972,0.06584834817216197,-4
-7,-5,-4,9.313676499183844,-6.646637191836098e-15j,4.417778595989885e-29,0.07243318298937818,-4
-7,-5,-3,8.944147251017966,(-0.7439999999999588-12.222399999999988j),149.94059775999963,0.07854200565113295,-4
-7,-5,-2,8.670560954974183,6.550630469749767e-15j,4.291075955121405e-29,0.08357674960312866,-4
